time,node_id,rssi
645.198,25,-79.0
645.198,172,-88.0
645.198,24,-89.0
645.448,25,-79.0
645.448,172,-88.0
645.448,24,-89.0
645.699,172,-88.0
645.699,24,-89.0
645.699,25,-79.0
645.949,4,-75.0
645.949,17,-84.0
645.949,5,-83.0
645.949,171,-82.0
645.949,24,-84.0
645.949,25,-72.0
645.949,30,-75.0
645.949,163,-86.0
646.199,4,-75.0
646.199,163,-86.0
646.199,17,-84.0
646.199,25,-72.0
646.199,30,-75.0
646.199,24,-84.0
646.199,171,-82.0
646.199,5,-83.0
646.45,163,-86.0
646.45,5,-83.0
646.45,25,-72.0
646.45,24,-84.0
646.45,171,-82.0
646.45,4,-75.0
646.45,17,-84.0
646.45,30,-75.0
646.64,2,
646.7,168,-87.0
646.7,163,-85.0
646.7,25,-79.0
646.7,5,-85.0
646.95,5,-85.0
646.95,168,-87.0
646.95,163,-85.0
646.95,25,-79.0
647.201,5,-85.0
647.201,25,-79.0
647.201,168,-87.0
647.201,163,-85.0
647.451,1,-85.0
647.451,24,-83.0
647.451,17,-79.0
647.702,1,-85.0
647.702,17,-79.0
647.702,24,-83.0
647.952,17,-79.0
647.952,1,-85.0
647.952,24,-83.0
648.202,25,-78.0
648.202,1,-86.0
648.202,17,-81.0
648.202,5,-84.0
648.202,23,-86.0
648.202,24,-90.0
648.453,1,-86.0
648.453,17,-81.0
648.453,25,-78.0
648.453,24,-90.0
648.453,23,-86.0
648.453,5,-84.0
648.683,2,
648.703,25,-78.0
648.703,23,-86.0
648.703,1,-86.0
648.703,17,-81.0
648.703,24,-90.0
648.703,5,-84.0
648.953,4,-72.0
648.953,17,-82.0
648.953,24,-85.0
648.953,168,-91.0
649.204,24,-85.0
649.204,4,-72.0
649.204,17,-82.0
649.204,168,-91.0
649.454,168,-91.0
649.454,24,-85.0
649.454,4,-72.0
649.454,17,-82.0
649.704,25,-77.0
649.704,24,-88.0
649.704,163,-87.0
649.704,30,-83.0
649.704,5,-83.0
649.704,23,-82.0
649.704,168,-87.0
649.955,25,-77.0
649.955,23,-82.0
649.955,5,-83.0
649.955,24,-88.0
649.955,168,-87.0
649.955,30,-83.0
649.955,163,-87.0
650.205,168,-87.0
650.205,25,-77.0
650.205,163,-87.0
650.205,30,-83.0
650.205,5,-83.0
650.205,24,-88.0
650.205,23,-82.0
650.456,23,-83.0
650.456,171,-84.0
650.456,5,-84.0
650.456,30,-80.0
650.456,172,-88.0
650.456,17,-79.0
650.666,2,
650.706,23,-83.0
650.706,30,-80.0
650.706,172,-88.0
650.706,5,-84.0
650.706,171,-84.0
650.706,17,-79.0
650.956,17,-79.0
650.956,30,-80.0
650.956,23,-83.0
650.956,172,-88.0
650.956,5,-84.0
650.956,171,-84.0
651.207,24,-86.0
651.207,171,-84.0
651.207,168,-89.0
651.207,23,-86.0
651.207,16,-93.0
651.207,5,-89.0
651.207,17,-81.0
651.207,4,-70.0
651.457,5,-89.0
651.457,168,-89.0
651.457,4,-70.0
651.457,16,-93.0
651.457,17,-81.0
651.457,23,-86.0
651.457,171,-84.0
651.457,24,-86.0
651.707,17,-78.0
651.707,25,-82.0
651.707,30,-82.0
651.958,17,-78.0
651.958,30,-82.0
651.958,25,-82.0
652.208,25,-82.0
652.208,30,-82.0
652.208,17,-78.0
652.458,4,-78.0
652.458,24,-85.0
652.458,17,-79.0
652.458,5,-85.0
652.458,30,-80.0
652.649,2,
652.709,4,-78.0
652.709,30,-80.0
652.709,24,-85.0
652.709,17,-79.0
652.709,5,-85.0
652.959,24,-85.0
652.959,4,-78.0
652.959,30,-80.0
652.959,17,-79.0
652.959,5,-85.0
653.209,25,-81.0
653.209,17,-75.0
653.209,4,-79.0
653.209,23,-75.0
653.46,25,-81.0
653.46,23,-75.0
653.46,17,-75.0
653.46,4,-79.0
653.71,4,-79.0
653.71,23,-75.0
653.71,17,-75.0
653.71,25,-81.0
653.971,5,-80.0
653.971,24,-88.0
653.971,23,-81.0
653.971,4,-77.0
653.971,16,-91.0
653.971,168,-86.0
654.221,4,-77.0
654.221,5,-80.0
654.221,168,-86.0
654.221,24,-88.0
654.221,16,-91.0
654.221,23,-81.0
654.471,5,-80.0
654.471,168,-86.0
654.471,4,-77.0
654.471,16,-91.0
654.471,24,-88.0
654.471,23,-81.0
654.662,2,
654.722,30,-79.0
654.722,23,-81.0
654.722,24,-87.0
654.722,171,-86.0
654.972,23,-81.0
654.972,171,-86.0
654.972,30,-79.0
654.972,24,-87.0
655.222,24,-87.0
655.222,30,-79.0
655.222,171,-86.0
655.222,23,-81.0
655.473,25,-83.0
655.473,24,-89.0
655.473,23,-77.0
655.473,168,-92.0
655.473,5,-83.0
655.473,30,-78.0
655.473,4,-76.0
655.473,17,-78.0
655.723,24,-89.0
655.723,25,-83.0
655.723,168,-92.0
655.723,23,-77.0
655.723,17,-78.0
655.723,4,-76.0
655.723,30,-78.0
655.723,5,-83.0
655.973,17,-78.0
655.973,4,-76.0
655.973,30,-78.0
655.973,5,-83.0
655.973,168,-92.0
655.973,24,-89.0
655.973,25,-83.0
655.973,23,-77.0
656.224,23,-77.0
656.224,25,-81.0
656.224,24,-90.0
656.224,5,-83.0
656.484,23,-77.0
656.484,25,-81.0
656.484,24,-90.0
656.484,5,-83.0
656.664,2,
656.735,5,-83.0
656.735,24,-90.0
656.735,25,-81.0
656.735,23,-77.0
656.985,168,-90.0
656.985,17,-77.0
656.985,30,-82.0
656.985,23,-78.0
656.985,25,-82.0
657.235,23,-78.0
657.235,25,-82.0
657.235,168,-90.0
657.235,17,-77.0
657.235,30,-82.0
657.486,17,-77.0
657.486,168,-90.0
657.486,25,-82.0
657.486,30,-82.0
657.486,23,-78.0
657.736,5,-83.0
657.736,23,-78.0
657.736,4,-78.0
657.986,23,-78.0
657.986,4,-78.0
657.986,5,-83.0
658.237,4,-78.0
658.237,23,-78.0
658.237,5,-83.0
658.487,4,-82.0
658.487,23,-79.0
658.487,24,-91.0
658.487,5,-75.0
658.487,168,-93.0
658.487,17,-74.0
658.537,2,
658.737,168,-93.0
658.737,4,-82.0
658.737,24,-91.0
658.737,17,-74.0
658.737,5,-75.0
658.737,23,-79.0
658.988,4,-82.0
658.988,24,-91.0
658.988,168,-93.0
658.988,5,-75.0
658.988,23,-79.0
658.988,17,-74.0
659.238,4,-79.0
659.238,180,-82.0
659.238,17,-74.0
659.238,5,-78.0
659.238,168,-91.0
659.238,24,-87.0
659.489,4,-79.0
659.489,17,-74.0
659.489,180,-82.0
659.489,168,-91.0
659.489,24,-87.0
659.489,5,-78.0
659.739,4,-79.0
659.739,17,-74.0
659.739,180,-82.0
659.739,5,-78.0
659.739,168,-91.0
659.739,24,-87.0
659.989,23,-83.0
659.989,17,-71.0
659.989,25,-82.0
659.989,24,-85.0
659.989,168,-92.0
659.989,5,-79.0
659.989,4,-85.0
659.989,16,-87.0
660.24,17,-71.0
660.24,4,-85.0
660.24,25,-82.0
660.24,24,-85.0
660.24,23,-83.0
660.24,16,-87.0
660.24,5,-79.0
660.24,168,-92.0
660.49,24,-85.0
660.49,4,-85.0
660.49,17,-71.0
660.49,25,-82.0
660.49,23,-83.0
660.49,16,-87.0
660.49,168,-92.0
660.49,5,-79.0
660.68,2,
660.74,25,-81.0
660.74,24,-86.0
660.74,168,-96.0
660.74,23,-75.0
660.991,24,-86.0
660.991,25,-81.0
660.991,168,-96.0
660.991,23,-75.0
661.241,168,-96.0
661.241,25,-81.0
661.241,24,-86.0
661.241,23,-75.0
661.491,17,-70.0
661.491,23,-72.0
661.491,1,-83.0
661.491,14,-86.0
661.491,181,-84.0
661.491,24,-88.0
661.491,182,-93.0
661.742,182,-93.0
661.742,23,-72.0
661.742,181,-84.0
661.742,17,-70.0
661.742,24,-88.0
661.742,1,-83.0
661.742,14,-86.0
661.992,182,-93.0
661.992,24,-88.0
661.992,14,-86.0
661.992,17,-70.0
661.992,1,-83.0
661.992,23,-72.0
661.992,181,-84.0
662.242,5,-81.0
662.242,23,-80.0
662.242,1,-85.0
662.242,18,-88.0
662.242,4,-83.0
662.242,16,-89.0
662.242,24,-91.0
662.493,23,-80.0
662.493,4,-83.0
662.493,16,-89.0
662.493,18,-88.0
662.493,1,-85.0
662.493,24,-91.0
662.493,5,-81.0
662.693,2,
662.743,1,-85.0
662.743,5,-81.0
662.743,24,-91.0
662.743,18,-88.0
662.743,23,-80.0
662.743,16,-89.0
662.743,4,-83.0
662.994,181,-72.0
662.994,30,-78.0
662.994,25,-83.0
662.994,23,-86.0
662.994,17,-52.0
662.994,18,-87.0
662.994,4,-87.0
662.994,14,-82.0
663.244,4,-87.0
663.244,14,-82.0
663.244,25,-83.0
663.244,17,-52.0
663.244,23,-86.0
663.244,18,-87.0
663.244,30,-78.0
663.244,181,-72.0
663.494,25,-83.0
663.494,23,-86.0
663.494,4,-87.0
663.494,30,-78.0
663.494,14,-82.0
663.494,17,-52.0
663.494,181,-72.0
663.494,18,-87.0
663.745,5,-79.0
663.745,181,-81.0
663.745,17,-54.0
663.745,24,-88.0
663.745,25,-82.0
663.745,23,-74.0
663.745,30,-83.0
663.745,4,-87.0
663.995,5,-79.0
663.995,23,-74.0
663.995,24,-88.0
663.995,25,-82.0
663.995,30,-83.0
663.995,17,-54.0
663.995,4,-87.0
663.995,181,-81.0
664.245,30,-83.0
664.245,181,-81.0
664.245,5,-79.0
664.245,24,-88.0
664.245,17,-54.0
664.245,4,-87.0
664.245,23,-74.0
664.245,25,-82.0
664.496,16,-84.0
664.496,181,-78.0
664.496,17,-64.0
664.496,24,-90.0
664.496,18,-90.0
664.496,4,-80.0
664.496,5,-67.0
664.496,21,-91.0
664.496,23,-77.0
664.496,13,-90.0
664.496,14,-77.0
664.576,2,
664.746,23,-77.0
664.746,181,-78.0
664.746,13,-90.0
664.746,18,-90.0
664.746,17,-64.0
664.746,4,-80.0
664.746,14,-77.0
664.746,16,-84.0
664.746,24,-90.0
664.746,5,-67.0
664.746,21,-91.0
664.996,13,-90.0
664.996,18,-90.0
664.996,17,-64.0
664.996,14,-77.0
664.996,16,-84.0
664.996,24,-90.0
664.996,4,-80.0
664.996,181,-78.0
664.996,5,-67.0
664.996,21,-91.0
664.996,23,-77.0
665.247,14,-75.0
665.247,17,-69.0
665.247,5,-75.0
665.247,181,-77.0
665.247,4,-88.0
665.247,24,-90.0
665.247,23,-84.0
665.497,23,-84.0
665.497,4,-88.0
665.497,24,-90.0
665.497,181,-77.0
665.497,5,-75.0
665.497,14,-75.0
665.497,17,-69.0
665.748,4,-88.0
665.748,181,-77.0
665.748,17,-69.0
665.748,14,-75.0
665.748,5,-75.0
665.748,24,-90.0
665.748,23,-84.0
665.998,181,-82.0
665.998,16,-80.0
665.998,23,-81.0
665.998,17,-67.0
665.998,5,-77.0
665.998,14,-82.0
665.998,24,-91.0
665.998,175,-87.0
666.248,24,-91.0
666.248,17,-67.0
666.248,5,-77.0
666.248,16,-80.0
666.248,14,-82.0
666.248,23,-81.0
666.248,181,-82.0
666.248,175,-87.0
666.499,175,-87.0
666.499,5,-77.0
666.499,24,-91.0
666.499,23,-81.0
666.499,181,-82.0
666.499,14,-82.0
666.499,16,-80.0
666.499,17,-67.0
666.539,2,
666.749,11,-90.0
666.749,23,-87.0
666.749,17,-73.0
666.749,14,-80.0
666.749,5,-78.0
666.749,18,-87.0
666.999,18,-87.0
666.999,17,-73.0
666.999,14,-80.0
666.999,5,-78.0
666.999,11,-90.0
666.999,23,-87.0
667.25,17,-73.0
667.25,14,-80.0
667.25,5,-78.0
667.25,11,-90.0
667.25,23,-87.0
667.25,18,-87.0
667.5,5,-85.0
667.5,17,-79.0
667.75,17,-79.0
667.75,5,-85.0
668.001,5,-85.0
668.001,17,-79.0
668.251,159,-92.0
668.251,5,-81.0
668.251,14,-83.0
668.251,18,-88.0
668.501,18,-88.0
668.501,5,-81.0
668.501,14,-83.0
668.501,159,-92.0
668.552,2,
668.752,5,-86.0
668.752,14,-77.0
669.002,5,-86.0
669.002,14,-77.0
669.253,5,-86.0
669.253,14,-77.0
669.503,14,-75.0
669.503,5,-83.0
669.503,3,-89.0
669.753,14,-75.0
669.753,3,-89.0
669.753,5,-83.0
670.004,14,-80.0
670.004,175,-88.0
670.004,5,-80.0
670.004,15,-89.0
670.004,8,-92.0
670.004,11,-85.0
670.254,14,-80.0
670.254,11,-85.0
670.254,175,-88.0
670.254,8,-92.0
670.254,5,-80.0
670.254,15,-89.0
670.504,5,-80.0
670.504,15,-89.0
670.504,175,-88.0
670.504,11,-85.0
670.504,14,-80.0
670.504,8,-92.0
670.685,2,
670.755,14,-71.0
670.755,5,-86.0
670.755,11,-91.0
670.755,12,-90.0
671.005,11,-91.0
671.005,12,-90.0
671.005,5,-86.0
671.005,14,-71.0
671.255,5,-83.0
671.255,14,-77.0
671.255,11,-85.0
671.506,5,-83.0
671.506,14,-77.0
671.506,11,-85.0
671.756,5,-83.0
671.756,11,-85.0
671.756,14,-77.0
672.007,14,-81.0
672.007,11,-87.0
672.257,14,-81.0
672.257,11,-87.0
672.507,14,-81.0
672.507,11,-87.0
672.667,2,
672.758,11,-89.0
672.758,5,-84.0
672.758,13,-85.0
672.758,14,-81.0
673.008,13,-85.0
673.008,5,-84.0
673.008,11,-89.0
673.008,14,-81.0
673.258,11,-89.0
673.258,5,-84.0
673.258,14,-81.0
673.258,13,-85.0
673.509,11,-88.0
673.509,14,-85.0
673.759,14,-85.0
673.759,11,-88.0
674.009,5,-82.0
674.009,155,-87.0
674.26,5,-82.0
674.26,155,-87.0
674.51,5,-86.0
674.51,8,-90.0
674.69,2,
674.76,8,-90.0
674.76,5,-86.0
675.011,8,-89.0
675.011,1,-85.0
675.011,5,-87.0
675.261,5,-87.0
675.261,1,-85.0
675.261,8,-89.0
675.512,11,-87.0
675.762,11,-87.0
676.012,8,-86.0
676.012,1,-88.0
676.012,11,-90.0
676.263,1,-88.0
676.263,11,-90.0
676.263,8,-86.0
676.513,155,-90.0
676.723,2,
676.763,155,-90.0
677.014,155,-90.0
677.264,8,-89.0
677.264,13,-87.0
677.264,1,-87.0
677.514,1,-87.0
677.514,13,-87.0
677.514,8,-89.0
677.765,8,-92.0
678.015,8,-92.0
678.676,2,
679.267,155,-91.0
679.517,155,-91.0
680.519,183,-92.0
680.669,2,
680.769,183,-92.0
682.021,3,-92.0
682.021,6,-89.0
682.271,3,-92.0
682.271,6,-89.0
682.522,184,-81.0
682.522,183,-90.0
682.582,2,
682.772,183,-90.0
682.772,184,-81.0
683.022,183,-87.0
683.022,185,-81.0
683.022,184,-81.0
683.273,184,-81.0
683.273,183,-87.0
683.273,185,-81.0
683.523,183,-82.0
683.523,185,-80.0
683.523,6,-86.0
683.773,183,-82.0
683.773,185,-80.0
683.773,6,-86.0
684.024,184,-79.0
684.024,183,-87.0
684.024,7,-93.0
684.274,184,-79.0
684.274,7,-93.0
684.274,183,-87.0
684.525,185,-80.0
684.525,183,-85.0
684.675,2,
684.775,185,-80.0
684.775,183,-85.0
685.025,6,-85.0
685.276,6,-85.0
685.526,6,-85.0
685.776,183,-87.0
685.776,8,-92.0
685.776,7,-92.0
685.776,184,-79.0
686.027,184,-79.0
686.027,8,-92.0
686.027,183,-87.0
686.027,7,-92.0
686.277,186,-84.0
686.277,183,-83.0
686.527,183,-83.0
686.527,186,-84.0
686.577,2,
686.778,6,-87.0
686.778,185,-87.0
686.778,183,-83.0
687.028,185,-87.0
687.028,6,-87.0
687.028,183,-83.0
687.278,183,-86.0
687.278,7,-90.0
687.529,183,-86.0
687.529,7,-90.0
687.779,183,-83.0
687.779,186,-88.0
687.779,8,-90.0
688.03,183,-83.0
688.03,8,-90.0
688.03,186,-88.0
688.28,183,-82.0
688.28,6,-88.0
688.28,7,-91.0
688.53,7,-91.0
688.53,6,-88.0
688.53,183,-82.0
688.6,2,
688.781,6,-88.0
688.781,183,-82.0
688.781,7,-91.0
689.031,186,-79.0
689.281,186,-79.0
689.532,185,-87.0
689.532,6,-82.0
689.532,186,-77.0
689.782,6,-82.0
689.782,185,-87.0
689.782,186,-77.0
690.032,185,-87.0
690.032,6,-82.0
690.032,186,-77.0
690.283,186,-80.0
690.533,186,-80.0
690.603,2,
690.784,186,-78.0
691.034,186,-78.0
691.284,186,-79.0
691.535,186,-79.0
691.785,187,-88.0
691.785,188,-90.0
691.785,186,-80.0
692.035,186,-80.0
692.035,188,-90.0
692.035,187,-88.0
692.286,189,-92.0
692.286,186,-86.0
692.286,187,-86.0
692.286,188,-86.0
692.526,2,
692.536,188,-86.0
692.536,186,-86.0
692.536,187,-86.0
692.536,189,-92.0
692.786,186,-84.0
692.786,189,-88.0
692.786,187,-87.0
692.786,188,-87.0
693.037,187,-87.0
693.037,189,-88.0
693.037,186,-84.0
693.037,188,-87.0
693.287,187,-86.0
693.537,187,-86.0
693.788,187,-86.0
694.038,190,-91.0
694.038,187,-81.0
694.038,188,-89.0
694.289,190,-91.0
694.289,188,-89.0
694.289,187,-81.0
694.539,190,-91.0
694.539,188,-89.0
694.539,187,-81.0
694.699,2,
694.789,188,-89.0
694.789,187,-77.0
694.789,186,-86.0
695.04,187,-77.0
695.04,188,-89.0
695.04,186,-86.0
695.29,186,-86.0
695.29,188,-89.0
695.29,187,-77.0
695.54,188,-84.0
695.54,187,-73.0
695.791,188,-84.0
695.791,187,-73.0
696.041,187,-73.0
696.041,188,-84.0
696.291,187,-82.0
696.542,187,-82.0
696.602,2,
696.792,187,-82.0
697.043,187,-74.0
697.043,1,-90.0
697.293,187,-74.0
697.293,1,-90.0
697.543,1,-90.0
697.543,187,-74.0
697.794,191,-86.0
697.794,187,-82.0
698.044,191,-86.0
698.044,187,-82.0
698.294,187,-82.0
698.294,191,-86.0
698.545,190,-89.0
698.545,189,-85.0
698.545,191,-86.0
698.545,187,-71.0
698.615,2,
698.795,187,-71.0
698.795,190,-89.0
698.795,191,-86.0
698.795,189,-85.0
699.045,187,-71.0
699.045,191,-86.0
699.045,190,-89.0
699.045,189,-85.0
699.296,189,-88.0
699.296,192,-89.0
699.296,187,-80.0
699.546,187,-80.0
699.546,192,-89.0
699.546,189,-88.0
699.796,192,-89.0
699.796,187,-80.0
699.796,189,-88.0
700.047,193,-89.0
700.047,191,-79.0
700.047,190,-86.0
700.047,187,-79.0
700.297,191,-79.0
700.297,193,-89.0
700.297,187,-79.0
700.297,190,-86.0
700.548,190,-86.0
700.548,187,-79.0
700.548,191,-79.0
700.548,193,-89.0
700.608,2,
700.798,194,-86.0
700.798,189,-76.0
700.798,190,-88.0
700.798,187,-79.0
700.798,192,-88.0
701.048,194,-86.0
701.048,192,-88.0
701.048,190,-88.0
701.048,187,-79.0
701.048,189,-76.0
701.299,190,-88.0
701.299,187,-79.0
701.299,189,-76.0
701.299,192,-88.0
701.299,194,-86.0
701.549,194,-87.0
701.549,192,-88.0
701.549,189,-80.0
701.549,195,-89.0
701.549,187,-79.0
701.799,194,-87.0
701.799,192,-88.0
701.799,187,-79.0
701.799,189,-80.0
701.799,195,-89.0
702.05,192,-88.0
702.05,187,-79.0
702.05,195,-89.0
702.05,189,-80.0
702.05,194,-87.0
702.3,194,-84.0
702.3,193,-87.0
702.3,187,-89.0
702.55,194,-84.0
702.55,187,-89.0
702.55,193,-87.0
702.59,2,
702.801,194,-84.0
702.801,193,-87.0
702.801,187,-89.0
703.051,188,-91.0
703.051,192,-92.0
703.051,194,-85.0
703.051,189,-73.0
703.302,192,-92.0
703.302,194,-85.0
703.302,189,-73.0
703.302,188,-91.0
703.552,194,-85.0
703.552,192,-92.0
703.552,189,-73.0
703.552,188,-91.0
703.802,189,-80.0
703.802,193,-91.0
703.802,194,-86.0
703.802,187,-85.0
704.053,193,-91.0
704.053,189,-80.0
704.053,194,-86.0
704.053,187,-85.0
704.303,189,-80.0
704.303,187,-85.0
704.303,193,-91.0
704.303,194,-86.0
704.553,194,-84.0
704.553,189,-91.0
704.553,193,-88.0
704.553,192,-94.0
704.553,187,-85.0
704.553,188,-86.0
704.553,190,-93.0
704.563,2,
704.804,189,-91.0
704.804,187,-85.0
704.804,194,-84.0
704.804,192,-94.0
704.804,190,-93.0
704.804,193,-88.0
704.804,188,-86.0
705.054,187,-85.0
705.054,193,-88.0
705.054,194,-84.0
705.054,192,-94.0
705.054,190,-93.0
705.054,188,-86.0
705.054,189,-91.0
705.304,189,-90.0
705.304,193,-90.0
705.304,194,-88.0
705.304,188,-87.0
705.555,189,-90.0
705.555,194,-88.0
705.555,193,-90.0
705.555,188,-87.0
705.805,193,-90.0
705.805,189,-90.0
705.805,194,-88.0
705.805,188,-87.0
706.055,193,-91.0
706.055,187,-91.0
706.055,194,-89.0
706.055,188,-86.0
706.306,187,-91.0
706.306,193,-91.0
706.306,194,-89.0
706.306,188,-86.0
706.556,193,-92.0
706.556,194,-90.0
706.556,188,-87.0
706.556,189,-91.0
706.596,2,
706.807,188,-87.0
706.807,189,-91.0
706.807,194,-90.0
706.807,193,-92.0
707.057,189,-91.0
707.057,188,-87.0
707.057,194,-90.0
707.057,193,-92.0
707.307,194,-91.0
707.307,1,-89.0
707.307,192,-93.0
707.307,189,-91.0
707.307,188,-88.0
707.307,193,-92.0
707.558,193,-92.0
707.558,192,-93.0
707.558,188,-88.0
707.558,1,-89.0
707.558,189,-91.0
707.558,194,-91.0
707.808,192,-94.0
707.808,189,-91.0
708.058,189,-91.0
708.058,192,-94.0
708.309,188,-87.0
708.309,194,-90.0
708.309,189,-91.0
708.309,187,-89.0
708.309,193,-89.0
708.559,187,-89.0
708.559,194,-90.0
708.559,189,-91.0
708.559,193,-89.0
708.559,188,-87.0
708.569,2,
708.809,189,-91.0
708.809,194,-90.0
708.809,188,-87.0
708.809,193,-89.0
708.809,187,-89.0
709.06,189,-90.0
709.06,193,-92.0
709.06,188,-86.0
709.31,189,-90.0
709.31,193,-92.0
709.31,188,-86.0
709.561,189,-90.0
709.561,193,-92.0
709.561,188,-86.0
709.811,188,-86.0
709.811,193,-89.0
709.811,189,-90.0
710.061,188,-86.0
710.061,189,-90.0
710.061,193,-89.0
710.312,193,-89.0
710.312,189,-90.0
710.312,188,-86.0
710.552,2,
710.562,189,-90.0
710.562,188,-87.0
710.562,194,-91.0
710.562,193,-90.0
710.812,189,-90.0
710.812,193,-90.0
710.812,194,-91.0
710.812,188,-87.0
711.063,188,-86.0
711.063,193,-90.0
711.313,188,-86.0
711.313,193,-90.0
711.563,188,-86.0
711.563,193,-90.0
711.814,189,-89.0
711.814,193,-90.0
711.814,188,-88.0
712.064,189,-89.0
712.064,188,-88.0
712.064,193,-90.0
712.314,193,-87.0
712.314,189,-91.0
712.565,193,-87.0
712.565,189,-91.0
712.585,2,
712.815,193,-87.0
712.815,189,-91.0
713.066,188,-87.0
713.066,193,-87.0
713.316,188,-87.0
713.316,193,-87.0
713.566,193,-87.0
713.566,188,-87.0
713.817,188,-87.0
713.817,193,-86.0
714.067,193,-86.0
714.067,188,-87.0
714.317,193,-86.0
714.317,188,-87.0
714.558,2,
714.568,194,-90.0
714.568,1,-89.0
714.568,187,-86.0
714.568,189,-88.0
714.818,194,-90.0
714.818,189,-88.0
714.818,187,-86.0
714.818,1,-89.0
715.068,189,-88.0
715.068,187,-90.0
715.068,194,-88.0
715.068,188,-85.0
715.319,187,-90.0
715.319,189,-88.0
715.319,188,-85.0
715.319,194,-88.0
715.569,187,-89.0
715.569,193,-86.0
715.569,194,-89.0
715.569,188,-86.0
715.569,189,-85.0
715.569,190,-95.0
715.82,187,-89.0
715.82,189,-85.0
715.82,193,-86.0
715.82,190,-95.0
715.82,194,-89.0
715.82,188,-86.0
716.07,189,-85.0
716.07,188,-86.0
716.07,190,-95.0
716.07,194,-89.0
716.07,187,-89.0
716.07,193,-86.0
716.32,187,-90.0
716.32,189,-87.0
716.32,194,-88.0
716.32,188,-87.0
716.32,190,-92.0
716.32,193,-85.0
716.561,2,
716.571,190,-92.0
716.571,187,-90.0
716.571,188,-87.0
716.571,193,-85.0
716.571,194,-88.0
716.571,189,-87.0
716.821,189,-87.0
716.821,192,-91.0
716.821,187,-90.0
716.821,188,-86.0
716.821,194,-88.0
717.071,187,-90.0
717.071,188,-86.0
717.071,192,-91.0
717.071,194,-88.0
717.071,189,-87.0
717.322,194,-85.0
717.322,189,-88.0
717.322,188,-87.0
717.322,187,-87.0
717.572,187,-87.0
717.572,188,-87.0
717.572,189,-88.0
717.572,194,-85.0
717.822,189,-88.0
717.822,194,-85.0
717.822,188,-87.0
717.822,187,-87.0
718.073,194,-85.0
718.073,187,-87.0
718.073,189,-86.0
718.073,193,-89.0
718.073,188,-87.0
718.323,194,-85.0
718.323,189,-86.0
718.323,187,-87.0
718.323,193,-89.0
718.323,188,-87.0
718.563,2,
718.573,194,-85.0
718.573,189,-86.0
718.573,188,-87.0
718.573,193,-89.0
718.573,187,-87.0
718.824,193,-89.0
718.824,188,-87.0
718.824,189,-88.0
719.074,188,-87.0
719.074,189,-88.0
719.074,193,-89.0
719.325,187,-89.0
719.325,194,-89.0
719.325,190,-93.0
719.325,193,-87.0
719.325,188,-85.0
719.575,194,-89.0
719.575,190,-93.0
719.575,188,-85.0
719.575,193,-87.0
719.575,187,-89.0
719.825,188,-85.0
719.825,194,-87.0
719.825,190,-93.0
719.825,193,-85.0
720.076,194,-87.0
720.076,190,-93.0
720.076,188,-85.0
720.076,193,-85.0
720.326,193,-85.0
720.326,188,-85.0
720.326,190,-93.0
720.326,194,-87.0
720.566,2,
720.576,193,-90.0
720.576,194,-83.0
720.576,188,-86.0
720.576,189,-87.0
720.827,189,-87.0
720.827,194,-83.0
720.827,188,-86.0
720.827,193,-90.0
721.077,194,-89.0
721.077,188,-89.0
721.327,194,-89.0
721.327,188,-89.0
721.578,189,-88.0
721.578,187,-91.0
721.578,194,-87.0
721.828,194,-87.0
721.828,189,-88.0
721.828,187,-91.0
722.079,194,-84.0
722.079,188,-86.0
722.329,194,-84.0
722.329,188,-86.0
722.559,2,
722.579,188,-86.0
722.579,194,-84.0
722.83,188,-87.0
722.83,194,-84.0
722.83,193,-94.0
723.08,188,-87.0
723.08,193,-94.0
723.08,194,-84.0
723.33,189,-90.0
723.33,187,-87.0
723.33,188,-86.0
723.581,188,-86.0
723.581,189,-90.0
723.581,187,-87.0
723.831,194,-82.0
723.831,189,-91.0
723.831,187,-89.0
723.831,188,-86.0
724.081,189,-91.0
724.081,194,-82.0
724.081,187,-89.0
724.081,188,-86.0
724.332,188,-86.0
724.332,189,-91.0
724.332,194,-82.0
724.332,187,-89.0
724.572,2,
724.582,194,-85.0
724.582,193,-92.0
724.582,187,-88.0
724.582,188,-86.0
724.832,193,-92.0
724.832,187,-88.0
724.832,194,-85.0
724.832,188,-86.0
725.083,193,-92.0
725.083,187,-88.0
725.083,188,-86.0
725.083,194,-85.0
725.333,187,-91.0
725.333,194,-86.0
725.333,190,-95.0
725.333,189,-92.0
725.333,188,-85.0
725.584,190,-95.0
725.584,187,-91.0
725.584,189,-92.0
725.584,188,-85.0
725.584,194,-86.0
725.834,194,-86.0
725.834,193,-91.0
725.834,188,-85.0
726.084,193,-91.0
726.084,188,-85.0
726.084,194,-86.0
726.335,188,-85.0
726.335,194,-86.0
726.335,193,-91.0
726.565,2,
726.595,188,-85.0
726.595,193,-92.0
726.595,189,-92.0
726.595,194,-87.0
726.845,193,-92.0
726.845,189,-92.0
726.845,194,-87.0
726.845,188,-85.0
727.096,193,-89.0
727.096,189,-90.0
727.096,194,-85.0
727.096,188,-86.0
727.346,194,-85.0
727.346,189,-90.0
727.346,188,-86.0
727.346,193,-89.0
727.596,194,-85.0
727.596,192,-95.0
727.596,189,-89.0
727.596,193,-90.0
727.847,194,-85.0
727.847,189,-89.0
727.847,192,-95.0
727.847,193,-90.0
728.097,194,-84.0
